timestamp,X,CS,U
345.0,"[3.929536022395588, 45.25058801014346, -141.68720662776317, 3.075453796600513, -0.6187662236675491, 0.21909520456449502]","[-116.78454122990468, 3.137082672575957]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7865907163060089, -3.086320326290653e-09, 0.9174791499079149, 0.7625000030082509]"
345.5,"[3.9295318616539032, 45.25057841624801, -141.5776590254809, 3.0758397925037912, -0.616144884125041, 0.22326427257730513]","[-116.9370356798118, 3.136945161679309]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7740907163060088, -3.086320326290653e-09, 0.9049791499079148, 0.775000003008251]"
346.0,"[3.9295276745598215, 45.250568834223174, -141.46602688919225, 3.0762227963380226, -0.6133568061301922, 0.2271285406027239]","[-117.09491162329034, 3.1367743406780084]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7615907163060088, -3.086320326290653e-09, 0.8924791499079149, 0.7875000030082508]"
346.5,"[3.9295234603425686, 45.25055926461323, -141.35246261889088, 3.0766027931301436, -0.6104531006571124, 0.2307710804651401]","[-117.25785240724447, 3.1365805799944124]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8799791499079148, 0.8000000030082509]"
347.0,"[3.929519218400331, 45.2505497078589, -141.2370770786583, 3.0769797776105396, -0.607515230605792, 0.2343329155471062]","[-117.42479193856511, 3.1363799685692126]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8674791499079149, 0.812500003008251]"
347.5,"[3.9295149483754597, 45.25054016424094, -141.11991062088475, 3.0773537595484215, -0.6045490083973778, 0.23780808313485952]","[-117.5941609298234, 3.136173730034906]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8549791499079149, 0.825000003008251]"
348.0,"[3.929510649934796, 45.250530634028955, -141.0010065793173, 3.0777247498303137, -0.6015600948206099, 0.2411910683675313]","[-117.7658153815538, 3.135963039227129]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8424791499079148, 0.8375000030082511]"
348.5,"[3.9295063227696483, 45.25052111748133, -140.88041104513357, 3.0780927604282646, -0.5985539985223562, 0.24447678935092576]","[-117.93961093324306, 3.1357490223147635]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8299791499079149, 0.850000003008251]"
349.0,"[3.9295019665957587, 45.25051161484509, -140.75817265045808, 3.0784578043675848, -0.5955360755336506, 0.24766058271309427]","[-118.1154030970749, 3.135532757050022]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8174791499079148, 0.862500003008251]"
349.5,"[3.929497581153194, 45.25050212635585, -140.63434235910154, 3.0788198956941515, -0.5925115288302133, 0.2507381895889077]","[-118.29304748464988, 3.1353152731294602]","[1.0000000123187145, 0.9983251347574414, 0.521195769232441, 0.7536107359581697, -3.086320326290653e-09, 0.8049791499079149, 0.8750000030082509]"
350.0,"[3.9294931662062136, 45.25049265223768, -140.5089732643071, 3.079184087310732, -0.589421661589388, 0.2536981375241559]","[-118.47240002646969, 3.1350905152321236]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7411107359581697, 9.739834335878837e-10, 0.7924791499079149, 0.8875000030082509]"
350.5,"[3.9294887213604723, 45.25048319281407, -140.38212419554503, 3.0795453403026314, -0.5862215949250744, 0.25632480477682057]","[-118.65447872204173, 3.1348453329209316]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7286107359581697, 9.739834335878837e-10, 0.7799791499079148, 0.900000003008251]"
351.0,"[3.9294842461220854, 45.25047374850884, -140.2539617931566, 3.079903652105972, -0.5829189413604908, 0.258623603284455]","[-118.84001400153635, 3.1345814710185063]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7161107359581698, 9.739834335878837e-10, 0.7674791499079149, 0.912500003008251]"
351.5,"[3.9294797400481896, 45.250464319722035, -140.1246499915144, 3.0802590218358543, -0.5795892551262327, 0.26073129009718704]","[-119.02870415987805, 3.1343132176377897]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.7549791499079148, 0.9250000030082508]"
352.0,"[3.929475202929437, 45.25045490669554, -139.9942843464658, 3.0806114619579894, -0.5762790540813814, 0.2627273958954125]","[-119.21902953409061, 3.134049222287339]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.7424791499079149, 0.9375000030082509]"
352.5,"[3.929470634699049, 45.2504455095738, -139.8629206485181, 3.0809609930635196, -0.5729925844431232, 0.264609535060467]","[-119.41005913026375, 3.13379021994226]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.7299791499079149, 0.9500000030082509]"
353.0,"[3.929466035311726, 45.250436128489525, -139.73061588098787, 3.0813076364635203, -0.569733937908318, 0.2663756476656037]","[-119.60166063511679, 3.133536901096415]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.7174791499079148, 0.9625000030082508]"
353.5,"[3.929461404743293, 45.250426763563596, -139.59742805715507, 3.0816514141564135, -0.5665070514331063, 0.26802398822919804]","[-119.79370324281926, 3.1332899128066103]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.7049791499079149, 0.9750000030082507]"
354.0,"[3.929456742990316, 45.25041741490512, -139.46341606304048, 3.08199234879528, -0.5633157070396272, 0.26955311480226424]","[-119.98605782861497, 3.1330498597740513]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.6924791499079148, 0.9875000030082507]"
354.5,"[3.9294520500696914, 45.25040808261144, -139.32863950563933, 3.082330463655103, -0.5601635318979001, 0.27096187802077165]","[-120.17859711633895, 3.132817305500691]","[1.0000000123095334, 0.9984768234116982, 0.5202193483344291, 0.7113856153645138, 9.739834335878837e-10, 0.6799791499079149, 0.9999999595483046]"
355.0,"[3.929447326018225, 45.250398766768136, -139.19315856662897, 3.082671195031986, -0.5571412965428943, 0.27208232550255096]","[-120.3711958355905, 3.1326136245942346]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6988856153645139, 1.6365377307282968e-09, 0.6674791499079149, 0.9874999595483046]"
355.5,"[3.9294425711137664, 45.250389467258756, -139.05711740387767, 3.083009164641767, -0.5541855717986794, 0.2726957770552324]","[-120.56217723440363, 3.1324219315499238]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6863856153645138, 1.6365377307282968e-09, 0.6549791499079148, 0.9749999595483045]"
356.0,"[3.9294377854988394, 45.25038018409595, -138.92076951535006, 3.083344400415739, -0.5513254045278486, 0.27289486734201385]","[-120.75251971318116, 3.1322471794628357]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.6424791499079149, 0.9624999595483045]"
356.5,"[3.9294329694340298, 45.25037091721162, -138.78432208167905, 3.083676935243093, -0.5486269083402914, 0.2728414702286642]","[-120.9414460366987, 3.1321007208430034]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.6299791499079148, 0.9499999595483046]"
357.0,"[3.9294281233878166, 45.25036166638409, -138.6479013465647, 3.0840068128642693, -0.5460834800962068, 0.27255434359059344]","[-121.12755731096604, 3.1319810326736035]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.6174791499079149, 0.9374999595483048]"
357.5,"[3.929423247829597, 45.250352431391335, -138.51162417476942, 3.0843340758486617, -0.5436886418174173, 0.27205140886786694]","[-121.31084467001168, 3.131886656742623]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.6049791499079149, 0.9249999595483047]"
358.0,"[3.9294183432284844, 45.250343212011366, -138.3755984703355, 3.0846587656051154, -0.5414360421797964, 0.2713497773182285]","[-121.4913066122562, 3.131816196394002]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.5924791499079148, 0.9124999595483047]"
358.5,"[3.9294134100521805, 45.25033400802265, -138.23992358167635, 3.0849809223936617, -0.5392765073983297, 0.27052781620254995]","[-121.66894853035099, 3.1317609172739527]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.5874059385254222, 0.8999999595483047]"
359.0,"[3.929408448652968, 45.250324819293084, -138.10465967357507, 3.0853005783784258, -0.537179410196998, 0.26963423447310386]","[-121.8445563011051, 3.1317154049628844]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.5874059385254222, 0.8874999595483049]"
359.5,"[3.929403459310979, 45.25031564574608, -137.96984255633853, 3.0856177606288706, -0.5351446996795663, 0.2686717913566828]","[-122.0186212444662, 3.131679551662887]","[1.0000000123095383, 0.9986390863101834, 0.5191187041760722, 0.6778347047812556, 1.6365377307282968e-09, 0.5874059385254222, 0.8749999595483048]"
360.0,"[3.929398442310924, 45.250306487300044, -137.83550666066017, 3.0859364517278647, -0.5330470021897443, 0.2677267672380478]","[-122.1911081599633, 3.131635817052525]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6653347047812556, -2.4659748053070173e-09, 0.5999059385254222, 0.8624999595483047]"
360.5,"[3.929393397605832, 45.250297344118515, -137.70164327704117, 3.086252693419752, -0.530922568220106, 0.26675591404786675]","[-122.3642549759223, 3.1315865725038012]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6124059385254222, 0.8499999595483049]"
361.0,"[3.929388325250978, 45.2502882163009, -137.56826532001725, 3.0865664982419787, -0.5288008177746836, 0.26580448482237545]","[-122.53740483876398, 3.1315368516032067]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6249059385254222, 0.8374999595483048]"
361.5,"[3.9293832253806014, 45.250279103883635, -137.43536307760604, 3.0868778832153674, -0.5266852328106704, 0.2648667876495639]","[-122.71001456955662, 3.1314872505480547]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6374059385254223, 0.8249999595483047]"
362.0,"[3.9293780981362443, 45.25027000689573, -137.3029296837813, 3.087186865762084, -0.5245794411539783, 0.26393712806277325]","[-122.88203116580267, 3.131438381034399]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6499059385254222, 0.8124999595483049]"
362.5,"[3.929372943667514, 45.25026092535823, -137.1709611197499, 3.0874934637297806, -0.5224872159844853, 0.26300981075849034]","[-123.05339611518276, 3.131390869795934]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6624059385254222, 0.7999999595483048]"
363.0,"[3.929367762132849, 45.25025185928354, -137.03945621437063, 3.087797695415363, -0.5204124753185337, 0.26207914126309845]","[-123.22404540255037, 3.131345358193438]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6749059385254222, 0.7874999595483048]"
363.5,"[3.9293625537002703, 45.250242808674756, -136.90841664373912, 3.088099579588383, -0.5183592814888456, 0.26113942755006875]","[-123.39390951816327, 3.1313025018607803]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6874059385254222, 0.7749999595483047]"
364.0,"[3.929357318548125, 45.250233773525096, -136.77784692996406, 3.088399135514072, -0.5163318406220202, 0.26018498160902903]","[-123.56291346712673, 3.131262970413726]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.6999059385254223, 0.7624999595483046]"
364.5,"[3.929352056865819, 45.25022475381721, -136.64775443915954, 3.0886963829760132, -0.5143345021137793, 0.2592101209680961]","[-123.73097678005593, 3.1312274472279613]","[1.0000000123187187, 0.9987582591086334, 0.5182665811230378, 0.6621879501576642, -2.4659748053070173e-09, 0.7124059385254222, 0.7499999595483048]"
365.0,"[3.929346768854552, 45.250215749522404, -136.51814937867547, 3.0889944843480537, -0.5123078904410527, 0.2581696888140955]","[-123.89801352490703, 3.1311892786832383]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.6496879501576641, 3.841988314791577e-09, 0.7249059385254222, 0.7374999595483047]"
365.5,"[3.9293414545573566, 45.25020676072862, -136.38906453426844, 3.089290301539445, -0.5102212209631262, 0.25690594657957494]","[-124.06509465223941, 3.131140409101256]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.6371879501576642, 3.841988314791577e-09, 0.7374059385254222, 0.7249999595483047]"
366.0,"[3.9293361139505163, 45.25019778759436, -136.26061156097865, 3.089583841198944, -0.5080820230640174, 0.255421148360746]","[-124.23273393671299, 3.13108218575598]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.6246879501576641, 3.841988314791577e-09, 0.7499059385254222, 0.7124999595483047]"
366.5,"[3.929330747047766, 45.25018883025175, -136.1329009867983, 3.0898751112094476, -0.5058979391201083, 0.2537173627072587]","[-124.40068424968126, 3.1310159577487893]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.6121879501576641, 3.841988314791577e-09, 0.7624059385254223, 0.6999999595483047]"
367.0,"[3.9293253539001176, 45.25017988880598, -136.00604230544465, 3.0901641206906554, -0.503676724497533, 0.25179647956450807]","[-124.5686974962698, 3.1309430744752316]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.5996879501576642, 3.841988314791577e-09, 0.7749059385254222, 0.6874999595483047]"
367.5,"[3.9293199345957146, 45.25017096333466, -135.8801440656624, 3.090450880001941, -0.5014872128705277, 0.2497776337007229]","[-124.73652451435424, 3.13087464878066]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.595512195128666, 3.841988314791577e-09, 0.7874059385254222, 0.6749999595483046]"
368.0,"[3.9293144894146836, 45.25016205375548, -135.75525524881203, 3.0907354097764603, -0.4993658542116661, 0.24771560992116923]","[-124.90281369915785, 3.13081644776544]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.595512195128666, 3.841988314791577e-09, 0.7999059385254222, 0.6624999595483047]"
368.5,"[3.9293090187362227, 45.25015315990029, -135.63139744385145, 3.091017735958854, -0.4973180746292704, 0.24560436305977573]","[-125.06685742311537, 3.1307692203937942]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.595512195128666, 3.841988314791577e-09, 0.8124059385254222, 0.6499999595483047]"
369.0,"[3.9293035229549815, 45.250144281584376, -135.50859526232156, 3.091297885132582, -0.49534943987462476, 0.243437878591541]","[-125.2285356993491, 3.130733729049674]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.595512195128666, 3.841988314791577e-09, 0.8249059385254223, 0.6374999595483046]"
369.5,"[3.929298002481777, 45.25013541860578, -135.3868763230258, 3.091575884540054, -0.49346565476940013, 0.2412101733596563]","[-125.38772297807394, 3.130710750341943]","[1.0000000123095432, 0.9988531896177538, 0.5175573138187837, 0.595512195128666, 3.841988314791577e-09, 0.8374059385254222, 0.6249999595483046]"
