timestamp,X,CS,U
934.5,"[3.9258200071231606, 45.24382113975284, -164.16749075818862, 0.636394816805047, 0.22233277984304284, -0.14252129365571192]","[-125.09844520878849, 0.6741144026417654]","[1.0000000121902912, 0.36119346905095584, 0.5, 0.44676678338764875, 1.0000000039326602, 0.2801696643079498, -5.531469726705041e-10]"
935.0,"[3.9258188281734645, 45.24381922514246, -164.23875140501647, 0.6304596032100516, 0.22098004434589577, -0.1422516723399009]","[-125.09003279881496, 0.6680654842744757]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.2676696643079498, 5.541065225703587e-10]"
935.5,"[3.9258176602316697, 45.243817327450245, -164.30987724118643, 0.6245576064266699, 0.21967883173425093, -0.14192833306882316]","[-125.0771323143599, 0.6620657013148593]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25516966430794985, 5.541065225703587e-10]"
936.0,"[3.9258165030573497, 45.24381544663096, -164.38084140772085, 0.6186886359454244, 0.2183890669810716, -0.14161026277066782]","[-125.06868571273111, 0.6561016787243216]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
936.5,"[3.9258153565408245, 45.24381358261188, -164.45164653910618, 0.6128525027132795, 0.21711000176872208, -0.14129826171777077]","[-125.06152982359887, 0.6501730100134462]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
937.0,"[3.92581422057555, 45.24381173531988, -164.52229566996505, 0.6070490188105362, 0.2158415401027205, -0.14099217150328774]","[-125.05562603482586, 0.6442795058611976]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
937.5,"[3.925813095055994, 45.243809904681946, -164.5927917557167, 0.6012779974383095, 0.2145835870952354, -0.14069183812260488]","[-125.05098843943475, 0.638420978707688]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
938.0,"[3.9258119798776225, 45.24380809062519, -164.663137674778, 0.59553925291131, 0.21333604894641525, -0.14039711184683423]","[-125.0476316201113, 0.632597242752629]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
938.5,"[3.9258108749368814, 45.24380629307684, -164.7333362307014, 0.5898326006506788, 0.21209883292614867, -0.14010784710002663]","[-125.0455706576708, 0.6268081139543246]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
939.0,"[3.9258097801311895, 45.243804511964214, -164.80339015425142, 0.5841578571768752, 0.21087184735624348, -0.13982390233999092]","[-125.0448211398738, 0.6210534100292127]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
939.5,"[3.925808695358925, 45.2438027472148, -164.87330210542143, 0.5785148401026179, 0.2096550015930136, -0.1395451399426123]","[-125.04539917087533, 0.6153329504519679]","[1.0000000119365458, 0.36844359651341874, 0.5, 0.4356033972869329, 1.0000000040806907, 0.25496430817047705, 5.541065225703587e-10]"
940.0,"[3.9258076205194046, 45.24380099875619, -164.94307467539272, 0.5730479504318409, 0.20844948533722024, -0.13934118210091448]","[-125.04732138096824, 0.6097828641668159]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
940.5,"[3.925806555412412, 45.24379926604495, -165.01274526644318, 0.5676114828469843, 0.2072537425620722, -0.13914030015057272]","[-125.04607293200101, 0.6042655949710674]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
941.0,"[3.9258054999425642, 45.243797549010985, -165.08231541651847, 0.5622052644262621, 0.20606769153135823, -0.13894241875725727]","[-125.04606631716665, 0.5987809723443676]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
941.5,"[3.9258044540152905, 45.24379584758445, -165.1517866258971, 0.5568291232690338, 0.204891251313014, -0.13874746460104193]","[-125.04731850485342, 0.5933288273673996]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
942.0,"[3.9258034175368266, 45.24379416169561, -165.2211603581976, 0.5514828884893463, 0.20372434176822274, -0.13855536631985263]","[-125.04984693104669, 0.587908992723745]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
942.5,"[3.9258023904142125, 45.24379249127494, -165.29043804135753, 0.5461663902095221, 0.20256688354072908, -0.1383660544545591]","[-125.05366951016511, 0.5825213027022301]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
943.0,"[3.9258013725552723, 45.243790836253055, -165.35962106858483, 0.5408057200242068, 0.20141879804636106, -0.13817946139566112]","[-125.05880464570454, 0.5770964902140209]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
943.5,"[3.9258003639159544, 45.24378919680189, -165.42871079928267, 0.5354748911169949, 0.20028001390556946, -0.13799544943233857]","[-125.06782614287724, 0.5717039819581219]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
944.0,"[3.9257993644047575, 45.24378757285111, -165.49770852399882, 0.5301737335124457, 0.1991504540954576, -0.13781395736768037]","[-125.07825040798357, 0.5663436157254294]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
944.5,"[3.92579837393094, 45.24378596433059, -165.56661550268268, 0.5249020782443952, 0.19803004232865712, -0.13763492561269028]","[-125.09009885151478, 0.5610152309964275]","[0.9832614255300746, 0.37186735102516855, 0.5, 0.43952368106227313, 1.000000004318102, 0.26121054846479097, -1.2675940456016325e-09]"
945.0,"[3.9257973924045384, 45.24378437117036, -165.63543296548903, 0.5198318000461563, 0.19694449864360422, -0.13764753327171964]","[-125.10339346310221, 0.5558886901936463]","[0.9515712846850042, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2737105484647909, -2.7877949155501777e-09]"
945.5,"[3.925796419543811, 45.24378279275371, -165.7042567321249, 0.5148410506921766, 0.1958356223135615, -0.13770297873135626]","[-125.11435955474231, 0.550829282486656]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
946.0,"[3.9257954553391574, 45.2437812288242, -165.77310822149056, 0.5098777551666538, 0.1947351520296329, -0.13775440876768053]","[-125.1215943219767, 0.5457995095726913]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
946.5,"[3.9257944997103427, 45.243779679315026, -165.8419854258744, 0.5049417591582714, 0.19364303335983904, -0.13780194780315458]","[-125.13000746847928, 0.5407992275425785]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
947.0,"[3.9257935525776078, 45.24377814415973, -165.910886399776, 0.5000329092556661, 0.19255921200323362, -0.1378457165138237]","[-125.13962256026107, 0.5358282938274084]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
947.5,"[3.9257926138616765, 45.24377662329212, -165.9798092580329, 0.49515105294187045, 0.19148363379736985, -0.13788583194099957]","[-125.15046357334096, 0.5308865672078059]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
948.0,"[3.925791683483733, 45.243775116646304, -166.0487521740034, 0.49029603858879206, 0.19041624472545704, -0.13792240759963625]","[-125.16255490937252, 0.5259739078235796]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
948.5,"[3.925790761365452, 45.243773624156645, -166.11771337780323, 0.48546771545172884, 0.18935699092321684, -0.1379555535834969]","[-125.17592141157871, 0.521090177183773]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
949.0,"[3.925789847428975, 45.24377214575781, -166.18669115459497, 0.4806659336639199, 0.18830581868544927, -0.13798537666720614]","[-125.19058838106486, 0.5162352381771368]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
949.5,"[3.925788941596929, 45.24377068138474, -166.2556838429286, 0.4758905442311325, 0.18726267447231718, -0.13801198040528062]","[-125.20658159376983, 0.5114089550830416]","[0.939998421361907, 0.37336078472166145, 0.5, 0.45170036967033783, 1.0000000044586799, 0.2829006922466887, -2.7877949155501777e-09]"
950.0,"[3.925788043792413, 45.243769230972624, -166.3246898331312, 0.4712858395792341, 0.18625363706290254, -0.138236668042276]","[-125.22392731747065, 0.5067551281507302]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.46420036967033784, 1.0000000045374193, 0.2954006922466887, -3.4992705558575416e-09]"
950.5,"[3.9257871537681885, 45.24376779399848, -166.39380816715234, 0.4667062345199337, 0.1852182163856255, -0.13853751352565827]","[-125.23939687423581, 0.5021160194823979]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
951.0,"[3.9257862715655447, 45.24376637037946, -166.4630769239152, 0.4621515897722865, 0.18419004541753328, -0.13882760899281452]","[-125.25246500924818, 0.49750383391484004]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
951.5,"[3.9257853971162002, 45.24376496005223, -166.5324907284116, 0.45762176657407355, 0.1831690946150945, -0.13910726825754227]","[-125.26662669229313, 0.4929184501157258]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
952.0,"[3.9257845303520638, 45.24376356295385, -166.60204436254037, 0.453116626958912, 0.1821553339338684, -0.13937679593997207]","[-125.28191152686549, 0.48835974783675706]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
952.5,"[3.925783671205255, 45.24376217902172, -166.67173276051037, 0.4486360337515205, 0.18114873285336694, -0.13963648773659856]","[-125.29834945842441, 0.48382760792939045]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
953.0,"[3.9257828196081004, 45.243760808193635, -166.74155100437866, 0.4441798505630115, 0.1801492604011103, -0.13988663068238244]","[-125.3159707946951, 0.4793219123608332]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
953.5,"[3.9257819754931482, 45.243759450407744, -166.81149431971986, 0.4397479417862112, 0.17915688517589987, -0.14012750340515617]","[-125.33480622619824, 0.474842544230337]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
954.0,"[3.9257811387931802, 45.24375810560254, -166.88155807142243, 0.435340172591006, 0.17817157537033254, -0.14035937637256024]","[-125.35488684723883, 0.4703893877858141]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
954.5,"[3.925780309441209, 45.24375677371684, -166.9517377596087, 0.4309564089197165, 0.17719329879257883, -0.14058251213172895]","[-125.37624417716307, 0.46596232844080215]","[0.9092110537684923, 0.37403358295817807, 0.5, 0.4660672516785301, 1.0000000045374193, 0.30729122872310805, -3.4992705558575416e-09]"
955.0,"[3.9257794873704936, 45.24375545468985, -167.02202901567458, 0.4267367053537874, 0.1762466032571918, -0.14100810621877777]","[-125.39891018204312, 0.4617002066881746]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4785672516785301, 1.0000000045891875, 0.31979122872310806, -3.882229696447074e-09]"
955.5,"[3.9257786723567887, 45.24375414801368, -167.09253306878398, 0.42253978922784236, 0.17527512955318736, -0.14152851909640726]","[-125.41909450544621, 0.4574508110393904]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
956.0,"[3.9257778644426886, 45.24375285361228, -167.1632973283322, 0.4183655354786948, 0.17430988503030773, -0.1420321492379098]","[-125.43679148544716, 0.4532258347619365]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
956.5,"[3.9257770635696905, 45.243751571426245, -167.23431340295116, 0.4142138194919398, 0.17335086238030675, -0.14251947946433732]","[-125.45550710109698, 0.44902517718508544]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
957.0,"[3.9257762696792637, 45.243750301396624, -167.30557314268333, 0.4100845173559334, 0.17239805322851293, -0.14299097855809587]","[-125.47527673858418, 0.4448487384853755]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
957.5,"[3.9257754827128633, 45.24374904346488, -167.37706863196237, 0.40597750585777076, 0.17145144817423907, -0.14344710167324773]","[-125.49613606781035, 0.4406964197081025]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
958.0,"[3.925774702611957, 45.243747797572894, -167.448792182799, 0.4018926624792844, 0.1705110368299417, -0.14388829073382006]","[-125.51812106729555, 0.43656812278899815]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
958.5,"[3.9257739293180234, 45.24374656366293, -167.52073632816592, 0.39782986539306153, 0.16957680785916726, -0.1443149748204705]","[-125.54126804885166, 0.43246375057612213]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
959.0,"[3.925773162772577, 45.243745341677716, -167.59289381557616, 0.3937889934584818, 0.16864874901332105, -0.14472757054585017]","[-125.56561368325282, 0.42838320685199877]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
959.5,"[3.9257724029171817, 45.243744131560284, -167.66525760084906, 0.3897699262177744, 0.16772684716729408, -0.14512648241899395]","[-125.59119502546685, 0.42432639635602465]","[0.8780191965583217, 0.37472454502847075, 0.5, 0.4817660560054688, 1.0000000045891875, 0.3321941756002043, -3.882229696447074e-09]"
960.0,"[3.925771649693453, 45.24374293325408, -167.73782084205857, 0.38590800369792144, 0.16683424381578896, -0.14573329345132258]","[-125.61804954098606, 0.4204267501333628]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4942660560054688, 1.0000000046359783, 0.3446941756002043, -4.132081819564958e-09]"
960.5,"[3.9257709028980545, 45.24374174626849, -167.81068748878425, 0.3820667417167713, 0.16591994771618873, -0.1464405148666794]","[-125.64178475730948, 0.4165386226704708]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
961.0,"[3.9257701625686394, 45.24374057053498, -167.88390774621757, 0.37824602810773605, 0.1650109925221761, -0.1471258134912966]","[-125.66315037745015, 0.412672612893601]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
961.5,"[3.925769428654581, 45.24373940599842, -167.95747065296322, 0.3744457511030943, 0.1641073900714377, -0.14778981544801406]","[-125.68547676689623, 0.40882863891271054]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
962.0,"[3.9257687011050733, 45.243738252604146, -168.03136556068722, 0.37066579955491596, 0.1632091506522341, -0.14843312872773906]","[-125.70880473837083, 0.40500661947221156]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
962.5,"[3.92576797986913, 45.24373711029795, -168.10558212505111, 0.36690606293165423, 0.16231628305701867, -0.14905634371785506]","[-125.73317534361473, 0.4012064739774936]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
963.0,"[3.92576726489562, 45.24373597902609, -168.18011029691002, 0.3631664313147511, 0.16142879463442994, -0.14966003371523723]","[-125.75862990225409, 0.3974281225215659]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
963.5,"[3.9257665561332753, 45.243734858735195, -168.25494031376763, 0.3594467953952571, 0.1605466913397051, -0.1502447554243223]","[-125.78521003076301, 0.3936714859118531]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
964.0,"[3.9257658535307187, 45.24373374937235, -168.33006269147978, 0.35574704647046457, 0.15966997778356154, -0.15081104944066703]","[-125.81295767197774, 0.3899364856971734]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
964.5,"[3.9257651570364707, 45.24373265088503, -168.40546821620012, 0.3520670764405558, 0.15879865727959147, -0.15135944072041752]","[-125.841915124602, 0.38622304419493314]","[0.8465201694588328, 0.37542855883883935, 0.5, 0.4981460411667921, 1.0000000046359783, 0.35643129864860773, -4.132081819564958e-09]"
965.0,"[3.9257644665989777, 45.24373156322113, -168.48114793656032, 0.34853644113788734, 0.1579546709759962, -0.15212193307330146]","[-125.87212507352586, 0.38265824031921647]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5106460411667921, 1.000000004677476, 0.36893129864860774, -4.304162740506205e-09]"
965.5,"[3.9257637820339664, 45.24373048591121, -168.55720890309695, 0.345024517695906, 0.15709255216263193, -0.15298220737073803]","[-125.89860697450993, 0.3791041911615615]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
966.0,"[3.9257631033714193, 45.24372941889421, -168.6337000067823, 0.3415312056005312, 0.15623500765456716, -0.1538163358619054]","[-125.922962588806, 0.37557015591733983]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
966.5,"[3.92576243056704, 45.243728362119505, -168.71060817471326, 0.3380564046985738, 0.15538206535639093, -0.15462506169961124]","[-125.94824178515913, 0.37205606968862054]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
967.0,"[3.9257617635762245, 45.2437273155368, -168.78792070556307, 0.33460001538301415, 0.1545337512243164, -0.15540910657611617]","[-125.97449045409354, 0.36856186802458585]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
967.5,"[3.925761102354089, 45.24372627909634, -168.8656252588511, 0.3311619385901198, 0.15369008933061012, -0.15616917134732464]","[-126.00175469510184, 0.36508748695239773]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
968.0,"[3.925760446855482, 45.243725252748796, -168.94370984452476, 0.3277420757965717, 0.15285110192608753, -0.1569059366388415]","[-126.03008084928034, 0.36163286300814107]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
968.5,"[3.925759797035016, 45.24372423644527, -169.0221628128442, 0.3243403290166008, 0.15201680950073104, -0.1576200634344185]","[-126.05951553238567, 0.35819793326787697]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
969.0,"[3.9257591528470814, 45.24372323013727, -169.10097284456137, 0.32095660079913335, 0.1511872308424865, -0.15831219364730095]","[-126.09010566757372, 0.35478263537883803]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
969.5,"[3.9257585142458704, 45.24372223377675, -169.18012894138502, 0.3175907942249468, 0.15036238309429112, -0.15898295067496876]","[-126.12189851918819, 0.35138690759080204]","[0.8149749686639942, 0.37613624101423737, 0.4999999999999993, 0.5147693429527112, 1.000000004677476, 0.3795015954147373, -4.304162740506205e-09]"
970.0,"[3.925757881185394, 45.24372124731603, -169.25962041672253, 0.31436600957199834, 0.14956322282560092, -0.15987454938109055]","[-126.15494172650185, 0.34813093168548254]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5272693429527111, 1.0000000047140805, 0.39200159541473734, -4.429043560476893e-09]"
970.5,"[3.925757253498579, 45.243720270309296, -169.33955769141306, 0.31115815708375, 0.14874938730749418, -0.16086004340329968]","[-126.18368276345655, 0.34488516776473666]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
971.0,"[3.9257566312071566, 45.24371930270265, -169.4199877131147, 0.3079671467423384, 0.1479394588825027, -0.1618159158226695]","[-126.21060835646334, 0.34165749950361796]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
971.5,"[3.925756014271984, 45.243718344449775, -169.50089567102603, 0.30479288886035105, 0.14713347900334658, -0.16274300550361204]","[-126.23843891643385, 0.33844787743974186]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
972.0,"[3.9257554026535315, 45.24371739550481, -169.58226717377784, 0.3016352942313926, 0.14633148684382963, -0.1636421271411953]","[-126.26722518378945, 0.33525625239208395]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
972.5,"[3.9257547963119075, 45.24371645582236, -169.66408823734844, 0.2984942741276532, 0.14553351937212228, -0.1645140719631412]","[-126.2970180903274, 0.3320825754956596]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
973.0,"[3.9257541952068786, 45.243715525357466, -169.74634527333004, 0.295369740297483, 0.14473961142185945, -0.16535960841147193]","[-126.32786879526775, 0.3289267982362541]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
973.5,"[3.9257535992979, 45.24371460406558, -169.82902507753576, 0.2922616049629722, 0.14394979576111752, -0.16617948280439154]","[-126.35982872179608, 0.3257888724852337]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
974.0,"[3.925753008544124, 45.24371369190257, -169.91211481893797, 0.28916978081753797, 0.14316410315933273, -0.1669744199789719]","[-126.39294959368685, 0.32266875053447464]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
974.5,"[3.9257524229044383, 45.24371278882474, -169.99560202892744, 0.286094181023517, 0.14238256245222136, -0.1677451239151977]","[-126.42728347220715, 0.3195663851314428]","[0.7835924814495395, 0.376840103261416, 0.4999999999999996, 0.5315171752362234, 1.0000000047140805, 0.4014752110690941, -4.429043560476893e-09]"
975.0,"[3.9257518423374758, 45.2437118947887, -170.07947459088504, 0.28315109008920747, 0.14162533260911872, -0.1687437950811109]","[-126.4628827935061, 0.3165948114788838]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5440171752362234, 1.0000000047464142, 0.41397521106909413, -4.523817431767441e-09]"
975.5,"[3.925751266691669, 45.2437110093736, -170.16384648842558, 0.28022331002545614, 0.1408565655018885, -0.16983475602675097]","[-126.49363565228732, 0.31363302684285455]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
976.0,"[3.925750695980878, 45.243710132531994, -170.24876386643896, 0.27731076024640433, 0.14009111329536922, -0.17089313737916187]","[-126.52292141209263, 0.31068758870089214]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
976.5,"[3.925750130170285, 45.2437092642218, -170.33421043512854, 0.2744133604715432, 0.13932902919171428, -0.17191985901544457]","[-126.55310748293154, 0.30775846175335403]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
977.0,"[3.92574956922462, 45.243708404401374, -170.42017036463628, 0.2715310308438141, 0.1385703638311431, -0.17291581436312561]","[-126.58424938718123, 0.30484561083177775]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
977.5,"[3.925749013108199, 45.243707553029516, -170.50662827181782, 0.26866369192756695, 0.13781516537271654, -0.1738818711676079]","[-126.61640282921084, 0.3019490009370122]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
978.0,"[3.9257484617849414, 45.24370671006543, -170.59356920740163, 0.26581126470652144, 0.1370634795727154, -0.17481887223740894]","[-126.64962373528601, 0.2990685972773815]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
978.5,"[3.925747915218394, 45.24370587546875, -170.68097864352032, 0.2629736705817317, 0.13631534986069221, -0.175727636167826]","[-126.68396829296574, 0.2962043653069145]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
979.0,"[3.925747373371756, 45.243705049199484, -170.76884246160424, 0.26015083136955414, 0.13557081741326493, -0.1766089580436466]","[-126.7194929914865, 0.2933562707636757]","[0.7525366505117965, 0.377534292777438, 0.4999999999999998, 0.5484301194414287, 1.0000000047464142, 0.4226305620156423, -4.523817431767441e-09]"
