timestamp,X,CS,U
845.0,"[51.28294341606163, 4.251807427094767, -149.3725540726701, 1.4816815876316378, -0.0008629631222542366, -0.1329292660096775]","[-120.69190459164115, 1.4816818389357282]","[0.7074704387959787, 0.4793740511429749, 0.5000014023653025, 0.9999999951721238, 1.0000000048278717, 0.9999999951576957, -4.8423005288051564e-09]"
850.0,"[51.28288639911338, 4.251752538557981, -150.07661521524278, 1.4813048850000385, -0.008741875076925436, -0.14895748130011466]","[-119.68533043937003, 1.481330679728479]","[0.7087271367057856, 0.47951241338001227, 0.5004270242966481, 0.999999995171721, 0.9500000048278715, 0.9999999951579588, 0.04999999515769952]"
855.0,"[51.282828827805936, 4.25169916957376, -150.7980499581467, 1.4812476986407175, -0.010495017868943834, -0.12964701432944875]","[-118.8544511839408, 1.4812848781137582]","[0.7098006034741816, 0.4796306019021617, 0.5005658700504771, 0.9999999951720013, 0.4500000048278714, 0.9999999951582024, 0.5499999951576997]"
860.0,"[51.28277092387462, 4.251646714893698, -151.32301778160732, 1.4814369318557479, -0.0040117379158457495, -0.06876097959614073]","[-118.5245038172881, 1.4814423637480054]","[0.7102923704501893, 0.4796847454399042, 0.5002599144571163, 0.9999999951721847, -4.827810849507485e-09, 0.9999999951584124, 1.0000000048415836]"
865.0,"[51.282712972880205, 4.251594360958796, -151.5214606021023, 1.4817269429890785, 0.004407980271863386, -0.0074539515669443035]","[-118.62506731083346, 1.4817334996111269]","[0.7105645941202423, 0.4797147172379471, 0.4998088339604473, 0.9999999951722095, -4.827785948791075e-09, 0.9999999951585102, 1.0000000048414857]"
870.0,"[51.282655143800476, 4.251541617866953, -151.45012648755804, 1.4820660481647758, 0.011687811725972668, 0.03833484702102675]","[-118.9582115970376, 1.4821121334317784]","[0.7109219046460066, 0.47975405701339824, 0.4994196758972729, 0.9999999951721917, -4.827803712359469e-09, 0.9999999951585655, 1.0000000048414304]"
875.0,"[51.28259754921946, 4.251488166965581, -151.17744674578933, 1.482469849632301, 0.018044436527216635, 0.07247272486106134]","[-119.46210011205746, 1.4825796628709036]","[0.7113114493699182, 0.479796945723365, 0.4990806938544842, 0.9999999951734438, -4.82655169799427e-09, 0.9999999951585922, 1.0000000048414037]"
880.0,"[51.28254027487385, 4.251433777751729, -150.75479702688895, 1.482940103560895, 0.02364476369871338, 0.09786417710246965]","[-120.09047279300115, 1.4831285937502403]","[0.71166737020499, 0.4798361324189998, 0.49878268689996375, 0.9999999951735226, -4.826473030762811e-09, 0.9999999951586679, 1.000000004841328]"
885.0,"[51.28248338743121, 4.251378286601033, -150.22074098448678, 1.483462794493182, 0.028618255357510683, 0.11669170156087484]","[-120.80877834989121, 1.4837388136681025]","[0.7119257145732512, 0.4798645759413226, 0.4985183780062514, 0.9999999951735931, -4.826402135092524e-09, 0.9999999951587373, 1.0000000048412587]"
890.0,"[51.28242694001185, 4.251321580592805, -149.604212237959, 1.48400969293817, 0.03306616634986688, 0.13059647920934986]","[-121.59127319896437, 1.4843780313961532]","[0.7120307008431787, 0.47987613474728213, 0.4982819667097882, 0.9999999951736432, -4.826352175056416e-09, 0.9999999951587877, 1.0000000048412083]"
895.0,"[51.28237097616833, 4.251263585289657, -148.92689998972233, 1.4845412371494173, 0.03719697665669972, 0.14054905222411446]","[-122.41884398170832, 1.485007171655922]","[0.7119365267816808, 0.479865766021525, 0.4980687939618632, 0.9466666618403098, -4.718469900514119e-09, 0.9999999951579799, 1.000000004842016]"
900.0,"[51.28231557334675, 4.251204153523276, -148.22273689544554, 1.4850027204892737, 0.04450952069487409, 0.14039129667915706]","[-123.40365829659598, 1.485669605697388]","[0.7113170141808005, 0.47979755739619656, 0.4976819816224577, 0.8645739660156303, 0.049999995281530145, 0.9999999951588031, 0.9500000048420161]"
905.0,"[51.28226070508982, 4.251143411334538, -147.55755173092106, 1.485295592608603, 0.042329056267442815, 0.11589270164980843]","[-124.03832939810145, 1.4858986326216987]","[0.7111021909598504, 0.4797739054421854, 0.49773625923171805, 0.99999999517319, 0.5499999952815303, 0.9999999951586828, 0.45000000484201597]"
910.0,"[51.28220606824813, 4.251082128421769, -147.10888887701873, 1.485532039535151, 0.03208185297097051, 0.05193136503353392]","[-124.14768978678065, 1.485878422272669]","[0.7115157314596439, 0.47981943665350846, 0.4982428513284258, 0.9999999951731448, 1.0000000048268507, 0.999999995158641, -4.841355015296399e-09]"
915.0,"[51.28215132755918, 4.2510210794304255, -146.99953982732552, 1.4858600046143342, 0.020200363923317283, -0.011424493258124311]","[-123.82542389705527, 1.485997310904412]","[0.7123071098605257, 0.4799065677234457, 0.49887841148934786, 0.9999999951732336, 1.0000000048267617, 0.9999999951587212, -4.8412748413336925e-09]"
920.0,"[51.28209627493651, 4.250960717425677, -147.168663524429, 1.4863589807694617, 0.009711055124894038, -0.05860906785202938]","[-123.27112636325629, 1.4863907037874233]","[0.7132149989014779, 0.48000652640099467, 0.49943781572341894, 0.9999999951734022, 1.0000000048265931, 0.9999999951588749, -4.841121234048071e-09]"
925.0,"[51.282040776560486, 4.250901336858777, -147.5449477991618, 1.4870469991250852, 0.00037569531386803063, -0.09365172081466974]","[-122.54892117269313, 1.4870470465838967]","[0.714226685561014, 0.48011791304175294, 0.49993388833788616, 0.9999999951735891, 1.0000000048264062, 0.9999999951590512, -4.840944708587155e-09]"
930.0,"[51.28198473995168, 4.250843154671014, -148.07484718275327, 1.4879372016436003, -0.007908036275388351, -0.11903970950968011]","[-121.70671218351619, 1.4879582161716507]","[0.7153048009216084, 0.480236613373671, 0.5003766578684503, 0.9466666618402557, 1.0000000047567696, 0.9999999951584023, 0.04999999515905526]"
935.0,"[51.28192818644011, 4.250786123001762, -148.67669136102612, 1.4890154869562173, -0.004946269734537169, -0.1169659543567789]","[-121.14463879614908, 1.489023702289439]","[0.7157162844335797, 0.48028191766374784, 0.5003233085257219, 0.9256983855455676, 0.9500000047567697, 0.9999999951594825, 0.5499999951590554]"
940.0,"[51.28187148976458, 4.25072930760904, -149.20032387828536, 1.4900936824543172, 0.012819816282336404, -0.08237849890858574]","[-121.26315395363557, 1.4901488281979691]","[0.7148341485863872, 0.4801847945708518, 0.49942805749987057, 0.9999999951744648, 0.45000000475676954, 0.9999999951595224, 1.0000000048404734]"
945.0,"[51.2818148829047, 4.250672122072774, -149.490539596087, 1.4908978135514765, 0.02438972447858861, -0.026916611352149577]","[-121.4379980740752, 1.4910972969973204]","[0.7141858381761552, 0.4801134154055757, 0.4987548482595776, 0.9999999951742659, -4.825729498542891e-09, 0.9999999951593517, 1.000000004840644]"
950.0,"[51.28175833461482, 4.250614678411694, -149.5089035491788, 1.4915070395765444, 0.030368996476101664, 0.022099325529416108]","[-121.62741330330496, 1.4918161833997354]","[0.7139973635260509, 0.48009266417119023, 0.4984355185767757, 0.9999999951741244, -4.825870893375241e-09, 0.999999995159226, 1.0000000048407698]"
955.0,"[51.281701948342935, 4.250556741181302, -149.3115931380317, 1.492032386138652, 0.03547930414578459, 0.058703004629949006]","[-122.00462380228734, 1.4924541608737163]","[0.7138027185825652, 0.48007123358149467, 0.4981626104614678, 0.9999999951742562, -4.825739014740244e-09, 0.9999999951591818, 1.0000000048408142]"
960.0,"[51.28164583102519, 4.250498065528878, -148.9533198863069, 1.4924759585655938, 0.03989309287419759, 0.08599762579640483]","[-122.52019202940973, 1.4930090240033238]","[0.7135464041822893, 0.48004301319381704, 0.49792667051944467, 0.9999999951742101, -4.825785247599056e-09, 0.9999999951591442, 1.0000000048408515]"
965.0,"[51.28159006607135, 4.250438476204633, -148.47510807297715, 1.4928264738315176, 0.04347280133040468, 0.10555328080005438]","[-123.13718652035719, 1.4934593283473625]","[0.7131726081012031, 0.48000185809339196, 0.497720306851816, 0.9999999951799964, 0.04999999517421472, 0.9499999951591441, 0.9500000048408517]"
970.0,"[51.28153462023119, 4.250378095976264, -147.97241771812062, 1.4930753903936944, 0.03890081959770045, 0.08708652768372467]","[-123.49059693660088, 1.4935820684397143]","[0.7132629417290429, 0.4800118040208494, 0.49793442195322013, 0.9999999951735756, 0.5499999951742148, 0.5712601835583819, 0.4500000048408515]"
975.0,"[51.28147933284341, 4.250317332284291, -147.6410239731598, 1.4933324415648968, 0.03167483008020453, 0.033544226019991394]","[-123.60127665947853, 1.4936683286093957]","[0.7135036856714757, 0.4800383101824398, 0.4982714945889331, 0.9999999951735945, 1.0000000048264008, 0.9999999951590607, -4.840935271691446e-09]"
980.0,"[51.28142391478244, 4.250256864497547, -147.6111802314939, 1.4936434764567783, 0.020125466020251587, -0.024563935411897747]","[-123.21229050165194, 1.4937790563347788]","[0.7143048407314864, 0.4801265176412965, 0.49888728120236203, 0.9999999951736451, 1.0000000048263502, 0.9999999951591075, -4.840888483721123e-09]"
985.0,"[51.281368152142406, 4.250197177839999, -147.83667240870759, 1.4941288855799075, 0.010014516708805208, -0.06735163045188323]","[-122.61198882414082, 1.4941624467470622]","[0.7151857480572459, 0.48022350562819577, 0.4994309584120359, 0.9618245999116222, 1.00000000480072, 0.9999999951584533, 0.04999999515911156]"
990.0,"[51.281312028043246, 4.250138290754326, -148.21957973595605, 1.494777163765253, 0.013143410592639758, -0.08200295180998597]","[-122.2789909113537, 1.4948349469276199]","[0.7153039463831535, 0.48023651923382327, 0.4993748816492676, 0.9957658734113566, 0.9500000048007202, 0.999999995158586, 0.5499999951591117]"
995.0,"[51.281255872113654, 4.250079382966127, -148.59066957651714, 1.4953857629648386, 0.02944540114751282, -0.05732152949017274]","[-122.49242152590168, 1.4956756372043607]","[0.7142828142541404, 0.48012409234260206, 0.4985587832763171, 0.9424325400780232, 0.5500000048007202, 0.999999995158609, 1.0000000048413868]"
1000.0,"[51.28119995739828, 4.250019784824035, -148.80974096733945, 1.4956996665782982, 0.04987932886277353, -0.02953463226561426]","[-123.04701218650668, 1.496531135676847]","[0.7127640684204519, 0.4799568776616719, 0.49747156047092156, 0.5157658734113563, 1.0000000048261874, 0.9999999951592586, 0.9500000048413868]"
1005.0,"[51.28114433183845, 4.249959417020606, -148.949900230771, 1.495645340591152, 0.06085759663225733, -0.03481893446827967]","[-123.37581897678916, 1.4968829720121337]","[0.7118025120906312, 0.4798510096107095, 0.49682222807399634, 0.9999999951734874, 1.0000000048265079, 0.999999995158964, 0.45000000484138664]"
1010.0,"[51.28108869465513, 4.249899076941583, -149.19484820652116, 1.4953966315927403, 0.055209668141572264, -0.06918901744617634]","[-123.0007994743487, 1.496415448074236]","[0.7121143225744409, 0.47988534018312534, 0.49702613785612193, 0.9999999951732849, 1.0000000048267104, 0.9999999951587771, -4.841218775070949e-09]"
1015.0,"[51.28103261102622, 4.249839873485427, -149.6199424582742, 1.495256304052294, 0.043535400836111314, -0.10198042289456259]","[-122.12667744278194, 1.4958899511441632]","[0.7131918860444546, 0.48000398054372884, 0.49767204947203886, 0.9999999951796746, 1.0000000048203206, 0.9499999951587771, 0.049999995158781195]"
1020.0,"[51.280976093743476, 4.249781751189383, -150.1525225364799, 1.4953565481786175, 0.04817632504939171, -0.10788914425940473]","[-121.71393203374468, 1.496132402054021]","[0.7131770169097842, 0.4800023432846075, 0.4975132630570295, 0.9999999951740739, 0.9500000048203207, 0.5499999951587767, 0.5499999951587814]"
1025.0,"[51.28091942018668, 4.249723969333692, -150.6505559995737, 1.4954345008312007, 0.0595137804650482, -0.08064202860661361]","[-121.61123119664227, 1.4966182667405552]","[0.7125755655520358, 0.47993612287814186, 0.49695138979815073, 0.9999999951740584, 0.45000000482032043, 0.9999999951590238, 1.000000004840972]"
1030.0,"[51.28086275483611, 4.249666103801761, -150.93781618182862, 1.495367568389563, 0.06791040206461305, -0.027588680958833083]","[-121.66552809340607, 1.4969088106160282]","[0.7120377569780834, 0.4798769094803541, 0.49644253419881246, 0.999999995173929, -4.826066292627575e-09, 0.999999995158907, 1.0000000048410889]"
1035.0,"[51.280806101380705, 4.249608195517832, -150.9636607569052, 1.4951900545091692, 0.07099847850318645, 0.019731253197057104]","[-121.73659318769931, 1.4968747720009512]","[0.7120147914494375, 0.4798743807118868, 0.4962759072289734, 0.9999999951738149, -4.826180407694178e-09, 0.9999999951588026, 1.0000000048411932]"
1040.0,"[51.2807495636842, 4.249550006237817, -150.78091276297556, 1.4950200980464592, 0.0734346019465628, 0.05522556716966175]","[-121.99673198011158, 1.4968225460374034]","[0.7120483499093517, 0.4798780752763798, 0.4961448966589288, 0.9999999951738103, -4.826184848586276e-09, 0.9999999951587982, 1.0000000048411977]"
1045.0,"[51.280693246409506, 4.249491283348672, -150.44173365816738, 1.4948687331971098, 0.0755979942843406, 0.08136598583875433]","[-122.3981938073437, 1.4967790706146806]","[0.7120753881533995, 0.47988105200571146, 0.49604090997287786, 0.9466666618404769, 0.04673701721392706, 0.9999999951579829, 1.0000000048420132]"
1050.0,"[51.28063729007108, 4.249431678930318, -150.0128187307018, 1.4947198455978206, 0.08393741378974896, 0.08770296594487506]","[-123.1247296881973, 1.497074783121299]","[0.7115433171991764, 0.4798224702943349, 0.495621724274056, 0.5199999951738099, 0.09673701721392702, 0.9999999951588301, 0.9500000048420131]"
1055.0,"[51.280581753015696, 4.249371072207356, -149.60060010515366, 1.494464596902265, 0.08234533340026419, 0.06972795604718633]","[-123.54380959946374, 1.49673150074656]","[0.7114628944084572, 0.4798136157561222, 0.49562255919345627, 0.999999995173231, 0.5967370172139271, 0.9999999951587268, 0.4500000048420129]"
1060.0,"[51.280526303746264, 4.249310338588156, -149.36300143421508, 1.4942235204321686, 0.07091841758765342, 0.014670550342336872]","[-123.4002560996369, 1.4959055287570269]","[0.7121683238100527, 0.47989128446193696, 0.4961890512079205, 0.9999999951732141, 1.0000000048267812, 0.9999999951587112, -4.841284754039269e-09]"
1065.0,"[51.28047061690445, 4.249250262039439, -149.4196258385033, 1.4941725118334865, 0.05720730264519281, -0.039816347135769134]","[-122.83337599565616, 1.4952672572469208]","[0.7132288214575633, 0.4800080462499147, 0.4969353083274812, 0.9999999951796387, 1.0000000048203568, 0.9499999951587111, -4.6722272082990105e-09]"
1070.0,"[51.280414592820414, 4.249191029815291, -149.69475775547576, 1.4943626500976996, 0.053087019183379935, -0.069966537936742]","[-122.39197690759735, 1.4953053071573033]","[0.7136745302599311, 0.48005711906044185, 0.4971876050084584, 0.9466666618463052, 0.9500000048203567, 0.7564397010941805, 0.04999999532777284]"
1075.0,"[51.280358221754376, 4.249132635591897, -150.0559640131842, 1.4946537452230608, 0.04617056837011933, -0.06802235801850717]","[-121.75427894250706, 1.49536669064579]","[0.7143669201720659, 0.4801333515458396, 0.4975703411894962, 0.5199999951796382, 0.4500000048203566, 0.9999999951591194, 0.549999995327773]"
1080.0,"[51.28030157828682, 4.249074875353598, -150.32497142213796, 1.4950748147780062, 0.04992328544006875, -0.028438448579020385]","[-121.58645230380979, 1.4959080975155594]","[0.7143131044728436, 0.4801274262622887, 0.49740628897364647, 0.9999999951743255, -4.825669784404495e-09, 0.9999999951592539, 1.000000004840742]"
1085.0,"[51.280244917330016, 4.249017085355779, -150.35301672202894, 1.4954550065427237, 0.054194821786048, 0.019724763326015048]","[-121.69984587165672, 1.4964366860318945]","[0.714173942486175, 0.48011210427136375, 0.49717707869496613, 0.9999999951743107, -4.825684534510394e-09, 0.9999999951592436, 1.0000000048407522]"
1090.0,"[51.28018837857587, 4.248958926661563, -150.16895373412822, 1.4957789158262091, 0.0577212432405019, 0.05576849323312992]","[-122.00233714533458, 1.4968922162104588]","[0.7140717424739884, 0.4801008518200335, 0.4969880315573686, 0.9999999951742786, -4.825716493073173e-09, 0.9999999951592167, 1.000000004840779]"
1095.0,"[51.28013206899211, 4.248900149734688, -149.82621971671898, 1.496057056322287, 0.06066358751487328, 0.08271587232066299]","[-122.44529214001952, 1.4972864744670211]","[0.7139450530346033, 0.4800869031140632, 0.4968301828328298, 0.9999999951742544, -4.825740759376426e-09, 0.999999995159197, 1.0000000048407989]"
1100.0,"[51.28007607140582, 4.248840572873003, -149.36491801463134, 1.4962846240389518, 0.06337901889188426, 0.10235468540070974]","[-122.99229379358405, 1.4976263139285064]","[0.7137337382103416, 0.4800636371882232, 0.49669657744033646, 0.946666661840921, 0.049999995174259286, 0.9999999951583474, 1.0000000048416484]"
1105.0,"[51.28002053264407, 4.248779857094686, -148.8511465015402, 1.4964277668202888, 0.07445507351753339, 0.09962210221769548]","[-123.89934333020499, 1.498278885682922]","[0.7127437926534459, 0.47995464344626676, 0.49614947355357103, 0.8150807325799424, 0.5499999951742595, 0.9999999951591522, 0.9500000048416485]"
1110.0,"[51.27996558106113, 4.248717727918028, -148.4196753924112, 1.496323700950182, 0.08210074205160671, 0.06223692978499748]","[-124.67646887592532, 1.4985743724856213]","[0.7116838107795276, 0.4798379387489491, 0.495688801503102, 0.9999999951734827, 1.0000000048265125, 0.99999999515896, 0.4500000048416483]"
1115.0,"[51.279910895860255, 4.2486550202362965, -148.23818152984958, 1.4960003207514316, 0.07411648706188112, 0.0030391553522705174]","[-124.65021991323677, 1.4978351756260702]","[0.711768273895079, 0.4798472387226388, 0.4960171844555325, 0.9999999951732594, 1.000000004826736, 0.9999999951587542, -4.8412417725478875e-09]"
1120.0,"[51.279855955697606, 4.248592995580381, -148.3462288043998, 1.4957348402462638, 0.06010477303266371, -0.048869157023167006]","[-124.02792169933163, 1.4969419815302878]","[0.7126557317038366, 0.4799449489082516, 0.4967683652831996, 0.9999999951732774, 1.0000000048267177, 0.9999999951587705, -4.841225436409097e-09]"
1125.0,"[51.2798005530015, 4.248532115834075, -148.68212707580986, 1.495698816819369, 0.04751268985343277, -0.08740053080137704]","[-123.2252377975299, 1.496453275692886]","[0.713618337606168, 0.4800509325581288, 0.49744180622685624, 0.9999999951734647, 1.0000000048265305, 0.9999999951589428, -4.841053113935345e-09]"
1130.0,"[51.27974458467938, 4.248472607816007, -149.18689347648981, 1.495896574175959, 0.036126703138943776, -0.11589092772983312]","[-122.29489520772279, 1.4963327501966464]","[0.7146305754435407, 0.48016238042183873, 0.4980489896654943, 0.9999999951736673, 1.000000004826328, 0.9999999951591297, -4.840866120657341e-09]"
1135.0,"[51.279687983912915, 4.248414636571349, -149.81625503393042, 1.4962330595442563, 0.025751023493363813, -0.13609075661590214]","[-121.27614983450218, 1.4964546380308765]","[0.7119171649143687, 0.47986363467230564, 0.4985899787213339, 0.946666661840334, 0.9500000048263278, 0.9999999951584793, 0.04999999515913393]"
1140.0,"[51.27963075945352, 4.2483582612524335, -150.47406290212572, 1.4958654992676255, 0.02037587217117755, -0.11847350723134346]","[-120.36632399473551, 1.4960042673956242]","[0.7078819435668411, 0.47941935750256526, 0.4989204308295035, 0.850542419585379, 0.4500000048263277, 0.9999999951587795, 0.5499999951591341]"
1145.0,"[51.27957318824019, 4.2483029004538055, -150.95433245473282, 1.4945476681711383, 0.024662729386303244, -0.06235177956209673]","[-119.99910608017623, 1.494751144055949]","[0.7032367819487477, 0.47890792569464746, 0.49871797017527497, 0.999999995172919, -4.8270761197701165e-09, 0.9999999951579968, 1.0000000048419992]"
1150.0,"[51.279515609672764, 4.248247792555241, -151.12940094426315, 1.4922185482476096, 0.030956013581732823, -0.0046436427526506865]","[-120.04128511000796, 1.4925396043358703]","[0.6985032222254919, 0.4783867611359995, 0.498362438333824, 0.9999999951719254, -4.828069848678801e-09, 0.9999999951570954, 1.0000000048429007]"
1155.0,"[51.27945823716511, 4.248192506796063, -151.04982081219097, 1.488938454809299, 0.03632345154096436, 0.038771332801975096]","[-120.31057797407672, 1.4893814539404442]","[0.693923346692583, 0.47788251716626234, 0.4980532941386865, 0.9999999951709121, -4.829083244395349e-09, 0.9999999951561764, 1.0000000048438196]"
1160.0,"[51.27940122388604, 4.2481367691279175, -150.7784443104796, 1.484811872043452, 0.04096930583449848, 0.07152840772836919]","[-120.750435743798, 1.4853769822444876]","[0.6894189385656148, 0.4773865821363045, 0.49778015772867673, 0.9999999951699283, -4.830067060598457e-09, 0.9999999951552874, 1.0000000048447086]"
1165.0,"[51.279344692239405, 4.248080384779839, -150.36210654669785, 1.4799175608287796, 0.04505002114174225, 0.09635169042438581]","[-121.31884913046062, 1.4806030836298687]","[0.6849129699456831, 0.47689047528824713, 0.49753482700848156, 0.999999995168954, -4.831041519207499e-09, 0.999999995154413, 1.000000004845583]"
1170.0,"[51.27928874222649, 4.248023219260256, -149.83563862496837, 1.47431143365117, 0.048915417136675576, 0.11481058640309154]","[-121.98472661349699, 1.475122680128071]","[0.680337445831259, 0.4763867103820312, 0.49731078686772545, 0.9532361517193099, 0.04999999516895845, 0.9999999951508701, 1.000000004849126]"
1175.0,"[51.27923352626861, 4.247965003822132, -149.2556523271026, 1.4680170518970095, 0.06050620798282805, 0.11276700978230544]","[-122.9893470088865, 1.4692634433160203]","[0.6750075436837102, 0.47579988791794675, 0.49668475999003436, 0.9999999951668646, 0.5499999951689586, 0.9999999951526547, 0.950000004849126]"
1180.0,"[51.27917921074436, 4.247905447765852, -148.76561733971965, 1.460936620376868, 0.06985519010759175, 0.07204380033829455]","[-123.91559428837836, 1.4626057419356564]","[0.6695337011090903, 0.47519721743087273, 0.49606338436613423, 0.9999999951655608, 1.000000004834435, 0.9999999951516246, 0.45000000484912583]"
1185.0,"[51.279125488230605, 4.247845445003117, -148.54493142513817, 1.4531367097679855, 0.06243611661855063, 0.008255591238872581]","[-123.96487244965927, 1.4544774202213426]","[0.6655762911849494, 0.47476150760340374, 0.49635196924415376, 0.9999999951646675, 1.0000000048353284, 0.9999999951505503, -4.849446162096578e-09]"
1190.0,"[51.27907182607108, 4.24778636899603, -148.63768296139142, 1.444991365473778, 0.04839789792962099, -0.04835868393865799]","[-123.35409381875998, 1.4458016471209942]","[0.6628340473113001, 0.47445958815903777, 0.4971485170963658, 0.9999999951638094, 1.0000000048361868, 0.9999999951497812, -4.850215308747709e-09]"
1195.0,"[51.27901801794417, 4.247728735303052, -148.98080555399454, 1.436769546267604, 0.03569841493486792, -0.09117545651773597]","[-122.53367651938936, 1.437212964703171]","[0.6604594479661181, 0.4741981459667787, 0.4978754097198906, 0.9999999951633186, 1.0000000048366775, 0.9999999951492443, -4.850752339485049e-09]"
1200.0,"[51.27896396454724, 4.247672803933388, -149.51353122172713, 1.4285568795146115, 0.02412069998544014, -0.12366319787751966]","[-121.5580921056591, 1.4287604999356303]","[0.6584173606289822, 0.4739733130100506, 0.49854300102882926, 0.9999999951627215, 1.0000000048372746, 0.9999999951487859, -4.851210861594219e-09]"
1205.0,"[51.27890960199693, 4.247618766049545, -150.19036639512242, 1.420424380877601, 0.013939670329247634, -0.14783980776947947]","[-120.46794174685229, 1.4204927793552504]","[0.6566483933970605, 0.47377855030245963, 0.4991593708239966, 0.9999999951679224, 1.0000000048320739, 0.9499999951487859, 0.04999999514878919]"
1210.0,"[51.27885506211544, 4.247566298895894, -150.93330474046232, 1.4123940713657441, 0.022030443057379306, -0.1452985918401662]","[-119.98119884885686, 1.4125658757206359]","[0.6536383239701803, 0.4734471418516603, 0.4987922350199816, 0.9999999951618969, 0.9500000048320737, 0.6353682208163313, 0.5499999951487894]"
1215.0,"[51.278800707161665, 4.247514438231904, -151.59207847919873, 1.4042106842350321, 0.039097595320353805, -0.10540929642694807]","[-119.97352534653918, 1.4047548781476615]","[0.6498326584674239, 0.47302813772723185, 0.4978303135830615, 0.999999995161301, 0.4500000048320736, 0.9999999951474575, 1.0000000048525393]"
1220.0,"[51.2787467453137, 4.24746262854002, -151.97259867465988, 1.3957442392952397, 0.05120644280288899, -0.03859454608903072]","[-120.1239922263136, 1.3966832430119482]","[0.6462680165703469, 0.47263567001810924, 0.49701903422809096, 0.9999999951604345, -4.839562084413274e-09, 0.9999999951467189, 1.000000004853278]"
1225.0,"[51.27869316708185, 4.247410953281039, -152.0245255263585, 1.3870758923609499, 0.05701453659939282, 0.021085565962768033]","[-120.29759700210018, 1.3882471640715024]","[0.6434114969271207, 0.47232116695582815, 0.4966551993311115, 0.9999999951596765, -4.840320049532515e-09, 0.9999999951460249, 1.0000000048539721]"
1230.0,"[51.278640090333056, 4.2473591318482775, -151.81163934559217, 1.3783538776383386, 0.06229322054295387, 0.06599400496313217]","[-120.71179218513804, 1.37976079714067]","[0.6406558388778947, 0.47201776875654855, 0.4963384858995125, 0.9466666618263432, 0.04999999515968, 0.9999999951447642, 1.000000004855233]"
1235.0,"[51.2785877309309, 4.24730659629704, -151.44199021370818, 1.3695838330844405, 0.07797594939798742, 0.07848846788829182]","[-121.70635798348322, 1.371801780335186]","[0.6369854474033627, 0.4716136571302328, 0.49543007092928776, 0.5199999951596762, 0.5499999951596801, 0.9999999951449314, 0.950000004855233]"
1240.0,"[51.27853625113779, 4.247252945041594, -151.09188567310363, 1.360612512339196, 0.08713784995125941, 0.048155116879618716]","[-122.52167877087216, 1.3633999463210005]","[0.6336184547678425, 0.4712429499613406, 0.49478330359825096, 0.9999999951577248, 1.000000004842272, 0.9999999951442163, 0.45000000485523284]"
1245.0,"[51.27848532566338, 4.2471991059904, -150.99405330893907, 1.3515438359686345, 0.07851220106046453, -0.01801617223440855]","[-122.4077380344384, 1.3538223318663973]","[0.6319200364218287, 0.47105595526423766, 0.495153728036879, 0.9999999951570013, 1.0000000048429956, 0.9999999951435606, -4.85643668137113e-09]"
1250.0,"[51.27843439845508, 4.2471465518050024, -151.22650986260223, 1.3427113586223753, 0.061909905435836694, -0.07817371428520362]","[-121.51554669920881, 1.3441378757272704]","[0.6315855173166056, 0.4710191270794844, 0.4961658478695722, 0.9999999951564738, 1.0000000048435231, 0.9999999951432353, -4.856762135320635e-09]"
1255.0,"[51.27838325127394, 4.247095802594292, -151.72519427987604, 1.3343516649101754, 0.046797841807971814, -0.12274213648781698]","[-120.40541593897585, 1.3351720502041828]","[0.6314864535571804, 0.47100822183687385, 0.49708577067186605, 0.9466666618231404, 0.9500000048435232, 0.9999999951428009, 0.04999999514323791]"
1260.0,"[51.27833181402502, 4.247047001997365, -152.34008320297937, 1.3264755461729791, 0.0380595619391594, -0.11268673581237756]","[-119.36047404441102, 1.327021440991028]","[0.6311945263939548, 0.47097608156075976, 0.4977023165042679, 0.5199999951564734, 0.450000004843523, 0.9999999951431459, 0.549999995143238]"
1265.0,"[51.27828036459282, 4.246999321831349, -152.79142373719628, 1.3189926161389278, 0.045082498639038716, -0.052423353929380044]","[-119.1593011283867, 1.3197628397225587]","[0.629547104638321, 0.4707947001137707, 0.4973216610726203, 0.9999999951564774, -4.8435197915911286e-09, 0.9999999951430889, 1.0000000048569087]"
1270.0,"[51.27822922379728, 4.246951815397068, -152.88622561967577, 1.311634226542934, 0.0527320805395601, 0.018328636275283083]","[-119.37764233331686, 1.3126938015230023]","[0.6278227469806124, 0.4706048477835853, 0.49684270710948847, 0.9999999951561278, -4.8438694325422415e-09, 0.9999999951427678, 1.00000000485723]"
1275.0,"[51.27817855241928, 4.2469040286997926, -152.66760678340944, 1.3043817774200481, 0.05932866615159259, 0.07204563359725796]","[-119.8744744371313, 1.305730336590527]","[0.6262335642757908, 0.47042987819474935, 0.4964276682925608, 0.9999999951557617, -4.844235568235433e-09, 0.9999999951424321, 1.0000000048575657]"
1280.0,"[51.278128472671824, 4.246855631268396, -152.21073103428776, 1.297253884603098, 0.0650949262294833, 0.11295509581821206]","[-120.5817280110171, 1.298886057565732]","[0.6246866237018132, 0.4702595594690638, 0.49606267634590234, 0.9999999951554245, -4.8445727588283415e-09, 0.9999999951421222, 1.0000000048578757]"
1285.0,"[51.27807907977945, 4.246806384127179, -151.5721102785948, 1.290249229103435, 0.07053395632164822, 0.14354867974022906]","[-121.44835895627763, 1.2921757280634831]","[0.6230760918605561, 0.470082239366251, 0.4957366470507428, 0.9466666618220911, 0.04999999515542721, 0.999999995141145, 1.0000000048588527]"
