timestamp,X,CS,U
2380.0,"[51.275718206786394, 4.227357736539845, -65.13100608128804, 2.2821870440539445, -0.09057383162472026, 0.010125631911240862]","[157.41250155156942, 2.2839836520918584]","[0.8660240247030859, 0.4968307784715267, 0.5038640070235658, 0.9999999952030783, -4.796851883957589e-09, 0.9999999951881758, 1.000000004811763]"
2385.0,"[51.275759153421134, 4.227208204726348, -65.07792440526104, 2.2649552237970907, -0.08939934878396535, 0.011209391078484364]","[157.3428900731238, 2.2667188642107177]","[0.8625697514541268, 0.4964504634519323, 0.5038243827598267, 0.999999995202775, -4.797159098528831e-09, 0.9999999951884532, 1.0000000048114892]"
2390.0,"[51.27579989014287, 4.227059896972393, -65.01928779821998, 2.2487917379970233, -0.08790203485380982, 0.012361339430874136]","[157.26766502889097, 2.2505090643263608]","[0.8594181544740646, 0.49610347305382174, 0.5037830711948348, 0.9999999952024491, -4.797488993370435e-09, 0.999999995187808, 1.0000000048121378]"
2395.0,"[51.275840490597005, 4.226912708502908, -64.95498971048443, 2.2332986607871383, -0.08625070393517807, 0.013467929726422731]","[157.17708493186728, 2.234963555005526]","[0.8564106633760443, 0.4957723487120497, 0.503726798515666, 0.9999999952016431, -4.798298504558675e-09, 0.9999999951871971, 1.0000000048127518]"
2400.0,"[51.2758809667002, 4.2267666296566935, -64.88519817570653, 2.2176285324390737, -0.08475262425637771, 0.01455368061011766]","[157.0806884298985, 2.219247465968188]","[0.8536633806380325, 0.4954698732798702, 0.5036690875670858, 0.9999999951968465, -4.803098395202353e-09, 0.999999995185583, 1.0000000048143687]"
2405.0,"[51.27592124946982, 4.2266217772216175, -64.80982516574515, 2.1990181818618737, -0.08437702856796862, 0.015748055365114467]","[157.0174782849172, 2.200636373213226]","[0.8517146511109454, 0.4952553183977547, 0.5036651163311622, 0.9999999951967108, -4.803237807493588e-09, 0.9999999951850778, 1.0000000048148772]"
2410.0,"[51.275961375993525, 4.226478096131427, -64.72824911903673, 2.1852432465052147, -0.08251469484189228, 0.01698989889498952]","[156.90257987769616, 2.1868005673269573]","[0.8494370941185009, 0.4950045597241616, 0.5035962435611077, 0.9999999952030147, -4.796936181605815e-09, 0.9999999951857962, 1.0000000048141608]"
2415.0,"[51.27600139209853, 4.226335517458557, -64.6405464083839, 2.169347375449179, -0.08151268109404099, 0.01823736676708019]","[156.8055171402382, 2.1708782445239483]","[0.8477294289486701, 0.49481654603298414, 0.5035604453739204, 0.9999999951978061, -4.8021477270866956e-09, 0.999999995185608, 1.0000000048143514]"
2420.0,"[51.27604131838159, 4.226194011235248, -64.54654645703702, 2.1559874096779144, -0.07983410841482448, 0.019477196580987746]","[156.6808855697407, 2.1574649928923697]","[0.8459775402660137, 0.4946236633711489, 0.5034946197668059, 0.9999999952042518, -4.795704230556705e-09, 0.9999999951848663, 1.000000004815095]"
2425.0,"[51.276081168056955, 4.226053558265776, -64.44638618797818, 2.141447544693649, -0.078714650869543, 0.02072253272417964]","[156.56593233676475, 2.142893740467775]","[0.844670550240478, 0.494479763972303, 0.5034506109804967, 0.9999999952037373, -4.796220960073023e-09, 0.9999999951845471, 1.0000000048154163]"
2430.0,"[51.276120931482225, 4.225914174846652, -64.33991528412108, 2.1263373170510897, -0.0779659317760919, 0.021997685258918397]","[156.44613504265058, 2.127766216575905]","[0.8436154344926043, 0.49436359589804485, 0.5034084352881532, 0.9999999952033335, -4.796626825890168e-09, 0.9999999951843107, 1.0000000048156545]"
2435.0,"[51.27616059184448, 4.225775887938147, -64.22681136971745, 2.113752624668672, -0.0765910370092152, 0.02337117911940739]","[156.31722579748637, 2.1151397933100893]","[0.8427652738664001, 0.4942699933608509, 0.5033626721073579, 0.9999999952029974, -4.796965047404456e-09, 0.9999999951841206, 1.0000000048158462]"
2440.0,"[51.27620021227996, 4.22563859575478, -64.10697125058469, 2.099925033242393, -0.07581521889086207, 0.024718783861520106]","[156.18979609998567, 2.1012931953093874]","[0.842233251397639, 0.4942114177831199, 0.503328231652146, 0.9999999952027131, -4.7972508505316526e-09, 0.9999999951839689, 1.0000000048159996]"
2445.0,"[51.27623983885971, 4.225502222285053, -63.980405193224534, 2.089967685635658, -0.07402353973259873, 0.026008126633110775]","[156.02456833207475, 2.0912781764834185]","[0.8414568631930526, 0.49412593761169166, 0.5032519973965722, 0.9999999952025187, -4.7974464083872755e-09, 0.9999999951838745, 1.0000000048160949]"
2450.0,"[51.2762795210559, 4.225366686224179, -63.84762201581841, 2.079629397774625, -0.07254167353091853, 0.02720580837886267]","[155.85999027608634, 2.0808942131898767]","[0.8409364294883336, 0.4940686379876268, 0.5031856621307312, 0.9999999952022758, -4.797690657452693e-09, 0.9999999951837331, 1.0000000048162376]"
2455.0,"[51.27631923065286, 4.225232032318055, -63.708912199137814, 2.0683949617539916, -0.07152512060119767, 0.028396502567426655]","[155.7028124629655, 2.069631262009325]","[0.8407727748027994, 0.49405061966976827, 0.5031377581379948, 0.9999999952020915, -4.797876302602739e-09, 0.9999999951836406, 1.0000000048163311]"
2460.0,"[51.27635895668563, 4.225098275966959, -63.56416486183062, 2.056507467452171, -0.0708973432980083, 0.029604952006500037]","[155.5479968702035, 2.057729184555941]","[0.8408988567149355, 0.4940645013032127, 0.5031014880682596, 0.9999999952019892, -4.797979949852253e-09, 0.9999999951836162, 1.0000000048163569]"
2465.0,"[51.27639855556553, 4.224965652009347, -63.413025522290845, 2.0367657025402806, -0.07277310686712031, 0.031067890650929783]","[155.46573114325156, 2.0380653699348055]","[0.8423822753265027, 0.49422782543380805, 0.5031688223539995, 0.9999999952019267, -4.798044342787681e-09, 0.9999999951836506, 1.0000000048163242]"
2470.0,"[51.276437948010994, 4.224834289025599, -63.25363730598197, 2.0233719472160576, -0.07301350040017561, 0.032880555207760474]","[155.33730339820454, 2.024688866967364]","[0.8435795769286875, 0.4943596481686479, 0.5031849513968382, 0.9999999952021813, -4.7977912119380664e-09, 0.9999999951839426, 1.0000000048160333]"
2475.0,"[51.27647736710702, 4.224703800815186, -63.085326901659606, 2.0134852071668092, -0.0724624520824058, 0.03458853572238259]","[155.16239671246782, 2.0147886952336624]","[0.8443955355974913, 0.4944494851432681, 0.503153005797585, 0.9999999952023929, -4.7975804281666765e-09, 0.9999999951841773, 1.0000000048157995]"
2480.0,"[51.27651690370354, 4.224574039431991, -62.90876011231227, 2.007301802809699, -0.07106724184220412, 0.03612065371416045]","[154.95040778018011, 2.0085594540431524]","[0.8449130874129894, 0.4945064675962779, 0.5030852747729473, 0.9999999952025372, -4.797436892189921e-09, 0.999999995184337, 1.00000000481564]"
2485.0,"[51.27655647617848, 4.2244451483158425, -62.724704711195656, 1.9954795438223678, -0.07137716131441607, 0.03769378766339566]","[154.79220461453883, 1.9967556958653778]","[0.8464982925394261, 0.4946809984674194, 0.5030952727913152, 0.9999999952025954, -4.797379557100864e-09, 0.9999999951844418, 1.0000000048155362]"
2490.0,"[51.27659617126778, 4.224316984521763, -62.532825387915544, 1.9912433229739817, -0.06984900272224015, 0.039141542981791115]","[154.56179711234606, 1.9924680309781024]","[0.8472350033254192, 0.49476211029684963, 0.5030254282387351, 0.9999999952029164, -4.797059019853326e-09, 0.9999999951847486, 1.00000000481523]"
